# Time 	 RV - Systemic RV - Quadratic Trend 	 RV Error 	 GP Component 	 Full Model (GP + Keplerians) 	 Instrument
2459287.8673033426 	 -28.9860326744 	 9.7071307758 	 0.0000000000 	 -22.5374219266 HPF 
2459289.8606099579 	 21.1867146810 	 8.6963195870 	 0.0000000000 	 23.5903892756 HPF 
2459292.8520496590 	 12.6298579388 	 4.8971728444 	 0.0000000000 	 10.5450960573 HPF 
2459293.8490092121 	 17.5234016909 	 5.0388576008 	 0.0000000000 	 19.7289347464 HPF 
2459294.8454053444 	 -10.2038013498 	 7.6165565054 	 0.0000000000 	 -17.0216890395 HPF 
2459300.8235077988 	 21.0427340913 	 9.3621600891 	 0.0000000000 	 23.0816403788 HPF 
2459306.8151077358 	 -18.5053585071 	 7.6309149825 	 0.0000000000 	 -18.2392365745 HPF 
2459324.7672066623 	 -21.8507806782 	 5.9480519243 	 0.0000000000 	 -20.7378789424 HPF 
2459327.7642171560 	 12.4421038654 	 9.8095044546 	 0.0000000000 	 3.2374493839 HPF 
2459329.7622504570 	 0.6766652129 	 7.4213096256 	 0.0000000000 	 1.2399309230 HPF 
2459329.9841543389 	 2.4906769717 	 6.7573094226 	 0.0000000000 	 9.0301871807 HPF 
2459335.9669364849 	 -22.7953174817 	 6.2726562899 	 0.0000000000 	 -21.3832849154 HPF 
2459342.7168231923 	 8.6904025198 	 11.2764781470 	 0.0000000000 	 -0.2478123867 HPF 
2459342.9493151959 	 8.9066439092 	 8.5057668935 	 0.0000000000 	 -9.7474277180 HPF 
2459343.9591653086 	 -48.8531904185 	 17.8106425033 	 0.0000000000 	 -18.8858772143 HPF 
2459345.7148788683 	 25.7897301322 	 7.9951956454 	 0.0000000000 	 22.9253302406 HPF 
2459348.9386818926 	 12.6422584923 	 5.4331122417 	 0.0000000000 	 19.5922643426 HPF 
2459352.6913045510 	 13.8295289353 	 5.8524872854 	 0.0000000000 	 20.3323901406 HPF 
2459353.6859307261 	 -8.0223972663 	 6.2521203283 	 0.0000000000 	 7.6037256535 HPF 
2459360.6718458831 	 22.5663696508 	 7.9615916151 	 0.0000000000 	 21.7366080092 HPF 
2459368.8627566174 	 -1.8113747656 	 10.9370013066 	 0.0000000000 	 -5.3898837167 HPF 
2459369.8700871291 	 -21.0901017790 	 6.6235329008 	 0.0000000000 	 -20.7804077890 HPF 
2459385.8258477412 	 18.6721454882 	 8.3946928706 	 0.0000000000 	 11.4991717474 HPF 
2459404.7793969298 	 20.3832232610 	 5.1592424325 	 0.0000000000 	 21.0603091700 HPF 
2459405.7825727239 	 2.7977979600 	 4.9281103501 	 0.0000000000 	 5.6046083044 HPF 
2459431.7066793488 	 10.4859731235 	 5.5703008709 	 0.0000000000 	 9.7986508131 HPF 
2459449.6567067318 	 27.5310231755 	 5.3308067288 	 0.0000000000 	 23.6731634410 HPF 
2459451.6486544330 	 -12.0885594714 	 6.1876403215 	 0.0000000000 	 -20.9022574197 HPF 
2459461.6115047322 	 15.1083375898 	 8.2644279561 	 0.0000000000 	 2.9314581800 HPF 
2459466.6055554226 	 -4.1769617739 	 7.2155829508 	 0.0000000000 	 -19.5784532086 HPF 
2459469.6096134535 	 -20.9572339007 	 5.9871002124 	 0.0000000000 	 -17.8254942992 HPF 
2459472.6040293290 	 6.4238013154 	 6.2704517160 	 0.0000000000 	 9.7436377635 HPF 
2459593.0322066168 	 -8.7262954966 	 8.3393898183 	 0.0000000000 	 -19.1139446933 HPF 
2459602.0109558757 	 26.1678766024 	 6.0154752938 	 0.0000000000 	 23.2733700813 HPF 
2459602.9957202110 	 1.4333947640 	 7.5755083928 	 0.0000000000 	 -1.7713432010 HPF 
2459603.9972003298 	 -32.8012484278 	 7.0770499414 	 0.0000000000 	 -21.7069302992 HPF 
2459605.9996362207 	 32.2075629832 	 6.2659979078 	 0.0000000000 	 22.3594703339 HPF 
2459606.9854479274 	 -21.3347065457 	 7.6439559368 	 0.0000000000 	 -12.4665212363 HPF 
2459625.9390613530 	 -29.7141104810 	 6.4757023713 	 0.0000000000 	 -21.1754536853 HPF 
2459679.7835500245 	 27.7401380826 	 8.0579431437 	 0.0000000000 	 18.6280381624 HPF 
2459682.7759945160 	 -2.3653371627 	 13.6860042077 	 0.0000000000 	 -4.9126196348 HPF 
